"AccSpeciesName","OrigValueStr"
"Leucospermum cordifolium","pink"
"Leucospermum cordifolium","red"
"Leucospermum cordifolium","yellow"
"Leucospermum cuneiforme","yellow"
"Leucospermum formosum","yellow"
"Leucospermum gracile","yellow"
"Leucospermum heterophyllum","green"
"Leucospermum heterophyllum","yellow"
"Leucospermum lineare","orange"
"Leucospermum lineare","yellow"
"Leucospermum oleifolium (P. J. Bergius) R. Br.","orange"
"Leucospermum oleifolium (P. J. Bergius) R. Br.","red"
"Leucospermum reflexum","pink"
"Leucospermum reflexum","red"
"Leucospermum truncatulum","red"
"Leucospermum truncatulum","white"
"Leucospermum truncatulum","yellow"
"Leucosphaera bainesii","white"
"Librevillea klainei","pink"
"Librevillea klainei","white"
"Lichtensteinia lacera","white"
"Lijndenia jasminoides","blue"
"Lilium formosanum","pink"
"Lilium formosanum","white"
"Limeum argute-carinatum","green"
"Limeum argute-carinatum","white"
"Limnophyton obtusifolium","white"
"Calyptrochilum emarginatum","green"
"Calyptrochilum emarginatum","white"
"Calyptrochilum emarginatum","yellow"
"Limonium bonduellei (T. Lestib.) Kuntze","yellow"
"Limonium braunii","pink"
"Limonium braunii","white"
"Limonium brunneri","pink"
"Statice mucronata","pink"
"Statice mucronata","purple"
"Statice mucronata","white"
"Limonium sinuatum","blue"
"Limonium sinuatum","purple"
"Limonium sinuatum","yellow"
"Limosella longiflora","pink"
"Limosella longiflora","white"
"Limosella major Diels","pink"
"Limosella major Diels","purple"
"Limosella major Diels","white"
"Linaria incarnata","blue"
"Linaria incarnata","pink"
"Linaria incarnata","purple"
"Linaria incarnata","red"
"Linaria incarnata","white"
"Linaria incarnata","yellow"
"Linaria ventricosa","yellow"
"Oncoba dentata","white"
"Lindernia diffusa","purple"
"Lindernia diffusa","white"
"Lindernia exilis","blue"
"Lindernia exilis","purple"
"Lindernia exilis","white"
"Lindernia schweinfurthii","blue"
"Lindernia schweinfurthii","purple"
"Lindernia schweinfurthii","white"
"Linum thunbergii","yellow"
"Linum volkensii","orange"
"Linum volkensii","yellow"
"Liparis bowkeri","green"
"Liparis bowkeri","orange"
"Liparis bowkeri","yellow"
"Liparis capensis","green"
"Liparis nervosa","brown"
"Liparis nervosa","green"
"Liparis nervosa","purple"
"Liparis nervosa","yellow"
"Lipocarpha chinensis","brown"
"Lipocarpha chinensis","green"
"Lipocarpha","brown"
"Lipocarpha","green"
"Lipocarpha kernii","green"
"Lipocarpha prieuriana","brown"
"Lipocarpha prieuriana","green"
"Lippia baumii","white"
"Lippia baumii","yellow"
"Lippia baumii var. nyassensis","white"
"Lippia baumii var. nyassensis","yellow"
"Lippia chevalieri","white"
"Lippia javanica","green"
"Lippia javanica","white"
"Lippia javanica","yellow"
"Lippia multiflora","purple"
"Lippia multiflora","white"
"Lippia multiflora","yellow"
"Lippia praecox","green"
"Lippia praecox","yellow"
"Lantana ukambensis","pink"
"Lantana ukambensis","purple"
"Lantana ukambensis","red"
"Lithops lesliei","yellow"
"Lithops optica","pink"
"Lithops optica","white"
"Lithops ruschiorum","yellow"
"Lithospermum afromontanum","white"
"Lithospermum afromontanum","yellow"
"Lithospermum papillosum","white"
"Litogyne gariepina","pink"
"Litogyne gariepina","purple"
"Gloriosa flavovirens","green"
"Gloriosa flavovirens","yellow"
"Gloriosa lindenii","green"
"Gloriosa lindenii","orange"
"Gloriosa lindenii","red"
"Gloriosa lindenii","yellow"
"Gloriosa modesta","orange"
"Gloriosa modesta","yellow"
"Lobelia baumannii","purple"
"Lobelia baumannii","white"
"Lobelia columnaris","blue"
"Lobelia columnaris","purple"
"Lobelia deckenii","blue"
"Lobelia deckenii","purple"
"Lobelia deckenii subsp. deckenii","blue"
"Lobelia deckenii subsp. deckenii","purple"
"Lobelia deckenii subsp. incipiens","blue"
"Lobelia deckenii subsp. incipiens","purple"
"Lobelia gregoriana","brown"
"Lobelia gregoriana","purple"
"Lobelia erinus","blue"
"Lobelia erinus","pink"
"Lobelia erinus","purple"
"Lobelia erinus","white"
"Lobelia exilis","blue"
"Lobelia exilis","purple"
"Lobelia flaccida","blue"
"Lobelia flaccida","white"
"Lobelia giberroa","blue"
"Lobelia giberroa","green"
"Lobelia giberroa","purple"
"Lobelia giberroa","white"
"Lobelia holstii","blue"
"Lobelia holstii","pink"
"Lobelia holstii","purple"
"Lobelia holstii","white"
"Lobelia jasionoides","purple"
"Lobelia jasionoides","white"
"Lobelia mildbraedii","blue"
"Lobelia mildbraedii","green"
"Lobelia mildbraedii","purple"
"Lobelia pinifolia","blue"
"Lobelia pinifolia","purple"
"Lobelia rhynchopetalum","blue"
"Lobelia rhynchopetalum","purple"
"Lobelia scebelii","blue"
"Lobelia stricklandiae","pink"
"Lobelia stricklandiae","purple"
"Lobelia tomentosa","blue"
"Lobelia tomentosa","pink"
"Lobelia tomentosa","purple"
"Lobelia trullifolia","blue"
"Lobostemon glaucophyllus","blue"
"Lobostemon lucidus","pink"
"Lobostemon lucidus","red"
"Lobostemon lucidus","white"
"Lobostemon sanguineus","red"
"Lobostemon trigonus","blue"
"Lobostemon trigonus","pink"
"Lobostemon trigonus","purple"
"Lonchocarpus bussei","purple"
"Lonchocarpus bussei","white"
"Lonchocarpus capassa","pink"
"Lonchocarpus capassa","purple"
"Lonchocarpus capassa","white"
"Lonchocarpus sericeus","pink"
"Lonchocarpus sericeus","purple"
"Lophira alata","white"
"Lophira lanceolata","white"
"Lopholaena dolichopappa","pink"
"Lopholaena dolichopappa","purple"
"Lopholaena dolichopappa","white"
"Lopholaena dolichopappa","yellow"
"Lopholaena trianthema","white"
"Lotononis foliosa","yellow"
"Lotononis platycarpa","yellow"
"Lotononis pulchella","purple"
"Lotus becquetii","purple"
"Lotus becquetii","yellow"
"Lotus brunneri","yellow"
"Lotus purpureus","purple"
"Lotus purpureus","yellow"
"Loudetia flavida","brown"
"Loudetia flavida","green"
"Loudetia hordeiformis","brown"
"Loudetia hordeiformis","green"
"Loudetia phragmitoides","brown"
"Loudetia phragmitoides","green"
"Loudetia vanderystii","brown"
"Loudetia vanderystii","green"
"Loudetiopsis scaettae","brown"
"Loudetiopsis scaettae","green"
"Lovoa trichilioides","green"
"Lovoa trichilioides","white"
"Loxodera ledermannii","green"
"Loxodera ledermannii","white"
"Ludwigia abyssinica","yellow"
"Ludwigia adscendens","pink"
"Ludwigia adscendens","yellow"
"Ludwigia erecta","yellow"
"Ludwigia hyssopifolia","yellow"
"Ludwigia","yellow"
"Ludwigia octovalvis","white"
"Ludwigia octovalvis","yellow"
"Ludwigia octovalvis subsp. brevisepala","yellow"
"Ludwigia stenorraphe","yellow"
"Luffa cylindrica","yellow"
"Luzula abyssinica","brown"
"Luzula johnstonii","brown"
"Luzula johnstonii","purple"
"Luzula johnstonii","red"
"Lychnodiscus dananensis","green"
"Lychnodiscus dananensis","yellow"
"Lycianthes rantonnetii","blue"
"Lycianthes rantonnetii","purple"
"Lycium intricatum","blue"
"Lycium intricatum","purple"
"Lycopodiella cernua","green"
"Lygodium microphyllum","brown"
"Lygodium microphyllum","green"
"Anagallis monelli","blue"
"Anagallis monelli","purple"
"Anagallis monelli","red"
"Anagallis monelli","blue"
"Anagallis monelli","purple"
"Lysimachia nutans","purple"
"Lysimachia nutans","red"
"Lythrum junceum","purple"
"Lythrum rotundifolium","pink"
"Macadamia integrifolia","white"
"Macadamia tetraphylla","white"
"Macaranga angolensis","green"
"Macaranga angolensis","yellow"
"Macaranga monandra","brown"
"Macaranga monandra","green"
"Macaranga monandra","white"
"Macaranga saccifera","brown"
"Macaranga saccifera","orange"
"Macaranga saccifera","red"
"Macaranga schweinfurthii","white"
"Macaranga spinosa","white"
"Macaranga spinosa","yellow"
"Machaerium lunatum","blue"
"Machaerium lunatum","purple"
"Mackaya bella","blue"
"Mackaya bella","white"
"Macledium humile","white"
"Macledium plantaginifolium","white"
"Macledium plantaginifolium","yellow"
"Macledium sessiliflorum","green"
"Macledium sessiliflorum","white"
"Macledium sessiliflorum","yellow"
"Macrosphyra longistyla","white"
"Macrotyloma axillare","green"
"Macrotyloma axillare","pink"
"Macrotyloma axillare","white"
"Macrotyloma biflorum","white"
"Macrotyloma biflorum","yellow"
"Maerua angolensis","white"
"Maerua angolensis","yellow"
"Maerua cafra","white"
"Maerua crassifolia","green"
"Maerua crassifolia","white"
"Maerua edulis","green"
"Maerua edulis","white"
"Maerua edulis","yellow"
"Maerua grantii","green"
"Maerua grantii","yellow"
"Maerua holstii","green"
"Maerua holstii","yellow"
"Maerua juncea","white"
"Maerua kirkii","purple"
"Maerua kirkii","white"
"Maerua kirkii","yellow"
"Maerua oblongifolia","yellow"
"Maerua parvifolia","white"
"Maerua pygmaea","green"
"Maerua pygmaea","white"
"Maerua schinzii","white"
"Maerua triphylla","green"
"Maerua triphylla","white"
"Maerua triphylla var. pubescens","green"
"Maerua triphylla var. pubescens","white"
"Maesa lanceolata","white"
"Maesa lanceolata","yellow"
"Maesobotrya bertramiana","white"
"Maesobotrya bertramiana","yellow"
"Maesobotrya pynaertii","green"
"Magnistipula butayei subsp. bangweolensis","white"
"Magnistipula butayei","white"
"Magnistipula butayei subsp. bangweolensis","white"
"Magnistipula sapinii","white"
"Majidea fosteri","green"
"Majidea fosteri","pink"
"Pouteria alnifolia","yellow"
"Malaxis katangensis","brown"
"Malaxis katangensis","green"
"Malaxis katangensis","orange"
"Malephora flavo-crocea","yellow"
"Malephora latipetala","orange"
"Malephora latipetala","yellow"
"Malephora purpureocrocea","orange"
"Malephora purpureocrocea","purple"
"Malephora purpureocrocea","red"
"Malephora thunbergii","yellow"
"Mallotus oppositifolius","green"
"Mallotus oppositifolius","white"
"Mallotus oppositifolius","yellow"
"Malvaviscus arboreus","red"
"Mangifera indica","red"
"Mangifera indica","yellow"
"Manihot esculenta","pink"
"Manihot esculenta","purple"
"Manihot esculenta","white"
"Manilkara obovata","white"
"Manilkara mochisia","white"
"Manilkara mochisia","yellow"
"Manilkara obovata","white"
"Manilkara obovata","yellow"
"Manilkara sansibarensis","white"
"Manilkara zapota","white"
"Manniophyton fulvum","yellow"
"Manotes expansa","pink"
"Manotes expansa","red"
"Manotes expansa","white"
"Manotes expansa","yellow"
"Manulea parviflora","orange"
"Manulea parviflora","pink"
"Manulea parviflora","red"
"Mapania purpurascens (Cherm.) Lye","brown"
"Mapania purpurascens (Cherm.) Lye","green"
"Maprounea africana","yellow"
"Maranthes glabra","white"
"Maranthes polyandra","pink"
"Maranthes polyandra","white"
"Marantochloa conferta","pink"
"Marantochloa conferta","purple"
"Marantochloa conferta","red"
"Marantochloa conferta","white"
"Marantochloa congensis","white"
"Marantochloa congensis","yellow"
"Marantochloa cordifolia","pink"
"Marantochloa cordifolia","white"
"Marantochloa cordifolia","yellow"
"Marantochloa cuspidata","yellow"
"Marantochloa filipes","pink"
"Marantochloa filipes","red"
"Marantochloa incertifolia","white"
"Marantochloa incertifolia","yellow"
"Marantochloa leucantha","white"
"Marantochloa mannii","pink"
"Marantochloa mannii","white"
"Marantochloa monophylla","purple"
"Marantochloa monophylla","white"
"Marantochloa monophylla","yellow"
"Marantochloa purpurea","pink"
"Marantochloa purpurea","purple"
"Marantochloa ramosissima","pink"
"Marattia fraxinea","brown"
"Marattia fraxinea","green"
"Marcelliopsis denudata","brown"
"Marcelliopsis denudata","white"
"Margaretta rosea","red"
"Margaretta rosea","red"
"Margaritaria discoidea","green"
"Margaritaria discoidea var. nitida","green"
"Mariscus cylindristachyus","brown"
"Mariscus cylindristachyus","green"
"Mariscus cylindristachyus","yellow"
"Cyperus hemisphaericus","white"
"Cyperus squarrosus","green"
"Cyperus squarrosus","yellow"
"Cyperus cyperoides","brown"
"Cyperus cyperoides","green"
"Markhamia lutea","brown"
"Markhamia lutea","purple"
"Markhamia lutea","red"
"Markhamia lutea","yellow"
"Markhamia obtusifolia","orange"
"Markhamia obtusifolia","yellow"
"Markhamia tomentosa","red"
"Markhamia tomentosa","yellow"
"Markhamia zanzibarica","purple"
"Markhamia zanzibarica","red"
"Markhamia zanzibarica","yellow"
"Marquesia macroura","white"
"Marrubium alysson","purple"
"Marsdenia macrantha","white"
"Marsdenia macrantha","yellow"
"Martynia annua","pink"
"Martynia annua","purple"
"Martynia annua","white"
"Mascarenhasia arborescens","white"
"Mascarenhasia arborescens","yellow"
"Massonia bifolia","green"
"Massonia bifolia","white"
"Massonia depressa","green"
"Massonia depressa","white"
"Massonia depressa","yellow"
"Massonia echinata","green"
"Massonia echinata","pink"
"Massonia echinata","white"
"Massonia jasminiflora","white"
"Massonia pustulata","pink"
"Massonia pustulata","white"
"Massonia setulosa","white"
"Massonia wittebergensis","white"
"Massularia acuminata","pink"
"Massularia acuminata","white"
"Maytenus acuminata","green"
"Maytenus acuminata","red"
"Maytenus acuminata","white"
"Gymnosporia addat","white"
"Maytenus obscura","white"
"Gymnosporia senegalensis","green"
"Gymnosporia senegalensis","pink"
"Gymnosporia senegalensis","white"
"Gymnosporia senegalensis","yellow"
"Maytenus undata","green"
"Maytenus undata","white"
"Maytenus undata","yellow"
"Medusagyne oppositifolia","white"
"Megaphrynium gabonense","pink"
"Megaphrynium gabonense","yellow"
"Megaphrynium macrostachyum","purple"
"Megaphrynium macrostachyum","red"
"Megaphrynium macrostachyum","white"
"Megaphrynium macrostachyum","yellow"
"Megaphrynium trichogynum","pink"
"Megaphrynium trichogynum","yellow"
"Megastachya mucronata","brown"
"Megastachya mucronata","green"
"Megastachya mucronata","purple"
"Melanthera elliptica","orange"
"Melanthera elliptica","yellow"
"Melanthera scandens subsp. madagascariensis","yellow"
"Melanthera scandens","yellow"
"Melasma calycinum","orange"
"Melasma calycinum","white"
"Melasma calycinum","yellow"
"Melasma scabrum","brown"
"Melasma scabrum","purple"
"Melasma scabrum","white"
"Melasma scabrum","yellow"
"Melasphaerula ramosa","white"
"Melasphaerula ramosa","yellow"
"Melastomastrum capitatum","pink"
"Melastomastrum segregatum","pink"
"Melhania ovata","yellow"
"Melia azedarach","purple"
"Melia azedarach","white"
"Melia volkensii","white"
"Melianthus dregeanus","green"
"Melianthus dregeanus","red"
"Melianthus major","purple"
"Melianthus major","red"
"Melianthus pectinatus","brown"
"Melianthus pectinatus","red"
"Melinis nerviglumis","pink"
"Melinis nerviglumis","purple"
"Melinis nerviglumis","white"
"Melinis repens","red"
"Melinis repens","white"
"Mellera lobulata","blue"
"Mellera lobulata","white"
"Melliniella micrantha","blue"
"Melliniella micrantha","pink"
"Melliniella micrantha","purple"
"Melochia corchorifolia","purple"
"Melochia corchorifolia","white"
"Melochia melissifolia","pink"
"Melochia melissifolia","purple"
"Melochia melissifolia","white"
"Mendoncia combretoides","white"
"Mentha longifolia subsp. capensis","blue"
"Mentha longifolia subsp. capensis","white"
"Merciera tenuifolia","purple"
"Merremia aegyptia","white"
"Merremia dissecta","purple"
"Merremia dissecta","white"
"Merremia guerichii","red"
"Merremia guerichii","white"
"Merremia guerichii","yellow"
"Merremia hederacea","white"
"Merremia hederacea","yellow"
"Merremia kentrocaulos","purple"
"Merremia kentrocaulos","white"
"Merremia kentrocaulos","yellow"
"Merremia palmata","white"
"Merremia palmata","yellow"
"Merremia pinnata","green"
"Merremia pinnata","white"
"Merremia pinnata","yellow"
"Merremia pterygocaulos","purple"
"Merremia pterygocaulos","red"
"Merremia pterygocaulos","white"
"Merremia pterygocaulos","yellow"
"Merremia quinquefolia","white"
"Merremia quinquefolia","yellow"
"Merremia tridentata","green"
"Merremia tridentata","white"
"Merremia tridentata","yellow"
"Merremia tuberosa","yellow"
"Merwilla plumbea","blue"
"Merwilla plumbea","purple"
"Merwilla plumbea","blue"
"Merwilla plumbea","purple"
"Mesanthemum radicans","white"
"Mesembryanthemum barklyi","green"
"Mesembryanthemum barklyi","pink"
"Mesembryanthemum barklyi","white"
"Mesembryanthemum cryptanthum","pink"
"Mesembryanthemum cryptanthum","white"
"Mesembryanthemum cryptanthum","yellow"
"Mesembryanthemum crystallinum","white"
"Mesembryanthemum crystallinum","yellow"
"Mesembryanthemum gariusanum","pink"
"Mesembryanthemum gariusanum","white"
"Mesembryanthemum guerichianum","green"
"Mesembryanthemum guerichianum","pink"
"Mesembryanthemum guerichianum","white"
"Mesembryanthemum inachabense","yellow"
"Mesembryanthemum longipapillosum","pink"
"Mesembryanthemum longipapillosum","purple"
"Mesembryanthemum longipapillosum","white"
"Mesembryanthemum longipapillosum","yellow"
"Mesembryanthemum marlothii","white"
"Mesembryanthemum quartziticola","orange"
"Mesembryanthemum quartziticola","pink"
"Metalasia muricata","white"
"Metrosideros angustifolia","white"
"Metrosideros angustifolia","yellow"
"Micranthus alopecuroides","blue"
"Micranthus junceus","blue"
"Micranthus junceus","white"
"Micranthus tubulosus","blue"
"Micranthus tubulosus","purple"
"Micranthus tubulosus","white"
"Microberlinia brazzavillensis","white"
"Microdon dubius","purple"
"Microdon dubius","yellow"
"Microdracoides squamosus","brown"
"Microglossa pyrifolia","white"
"Conyza pyrrhopappa","white"
"Conyza pyrrhopappa","yellow"
"Microgramma lycopodioides","brown"
"Microgramma lycopodioides","green"
"Microgramma mauritiana","brown"
"Microgramma mauritiana","green"
"Microloma sagittatum","green"
"Microloma sagittatum","pink"
"Microloma sagittatum","red"
"Micromeria imbricata","purple"
"Micromeria imbricata","white"
"Mikania chenopodiifolia","pink"
"Mikania chenopodiifolia","white"
"Mikania chevalieri","white"
"Mikania chevalieri","white"
"Mikaniopsis tanganyikensis","white"
"Mikaniopsis usambarensis","orange"
"Mikaniopsis usambarensis","white"
"Mikaniopsis usambarensis","yellow"
"Milicia excelsa","green"
"Millettia dinklagei","white"
"Millettia drastica","blue"
"Millettia drastica","purple"
"Millettia eetveldeana","blue"
"Millettia eetveldeana","purple"
"Millettia eetveldeana","yellow"
"Millettia griffoniana","pink"
"Millettia griffoniana","purple"
"Millettia hypolampra","white"
"Millettia kennedyi","white"
"Millettia laurentii","purple"
"Millettia laurentii","white"
"Millettia macroura","brown"
"Millettia oblata","blue"
"Millettia oblata","purple"
"Millettia puguensis","purple"
"Millettia thonningii","purple"
"Millettia versicolor","purple"
"Millettia versicolor","white"
"Mimetes cucullatus","red"
"Mimetes cucullatus","white"
"Mimetes hirtus","red"
"Mimetes hirtus","white"
"Mimetes hirtus","yellow"
"Mimetes hottentoticus","red"
"Mimetes hottentoticus","yellow"
"Mimosa busseana","pink"
"Mimosa invisa","pink"
"Mimosa pigra","pink"
"Mimosa pudica","pink"
"Mimosa pudica","purple"
"Mimulopsis kilimandscharica","purple"
"Mimulopsis kilimandscharica","white"
"Mimusops andongensis","green"
"Mimusops andongensis","white"
"Mimusops andongensis","yellow"
"Mimusops kummel","white"
"Mimusops zeyheri","white"
"Mirabilis jalapa","orange"
"Mirabilis jalapa","pink"
"Mirabilis jalapa","purple"
"Mirabilis jalapa","red"
"Mirabilis jalapa","yellow"
"Misopates orontium","pink"
"Misopates orontium","purple"
"Misopates orontium","white"
"Mitracarpus hirtus","white"
"Mitracarpus hirtus","white"
"Mitragyna inermis","white"
"Mitragyna inermis","yellow"
"Flemingia faginea","green"
"Flemingia faginea","purple"
"Flemingia faginea","white"
"Flemingia faginea","yellow"
"Mollugo cerviana","green"
"Mollugo cerviana","white"
"Mollugo nudicaulis","green"
"Mollugo nudicaulis","white"
"Moltkiopsis ciliata","blue"
"Moltkiopsis ciliata","pink"
"Momordica balsamina","yellow"
"Momordica charantia","yellow"
"Momordica foetida","orange"
"Momordica foetida","white"
"Momordica foetida","yellow"
"Momordica humilis","orange"
"Momordica trifoliolata","yellow"
"Euphorbia pseudolaevis","green"
"Euphorbia pseudolaevis","yellow"
"Euphorbia letouzeyana","green"
"Euphorbia letouzeyana","white"
"Monanthotaxis buchananii","yellow"
"Monanthotaxis parvifolia","yellow"
"Monanthotaxis schweinfurthii","white"
"Monanthotaxis schweinfurthii","yellow"
"Mondia whitei","green"
"Mondia whitei","purple"
"Mondia whitei","red"
"Mondia whitei","white"
"Monechma ciliatum","white"
"Monechma depauperatum","pink"
"Monechma depauperatum","white"
"Monechma desertorum","white"
"Monechma genistifolium","purple"
"Monechma genistifolium","white"
"Monechma mollissimum","purple"
"Monechma mollissimum","white"
"Monochoria brevipetiolata","blue"
"Monochoria brevipetiolata","purple"
"Monodora angolensis","brown"
"Monodora angolensis","green"
"Monodora angolensis","red"
"Monodora angolensis","white"
"Monodora angolensis","yellow"
"Monodora brevipes","red"
"Monodora brevipes","yellow"
"Monodora grandidieri","green"
"Monodora grandidieri","white"
"Monodora grandidieri","yellow"
"Monodora myristica","orange"
"Monodora myristica","red"
"Monodora myristica","yellow"
"Monodora tenuifolia","red"
"Monodora tenuifolia","white"
"Monodora tenuifolia","yellow"
"Monopsis decipiens","blue"
"Monopsis decipiens","purple"
"Monopsis lutea","yellow"
"Monopsis unidentata","yellow"
"Monotes africanus","orange"
"Monotes africanus","red"
"Monotes africanus","yellow"
"Monotes katangensis","green"
"Monotes katangensis","white"
"Monotes kerstingii","green"
"Monotes kerstingii","white"
"Monsonia emarginata","pink"
"Monsonia emarginata","white"
"Monsonia emarginata","yellow"
"Monsonia longipes","white"
"Monsonia longipes","yellow"
"Monsonia emarginata","pink"
"Monsonia emarginata","white"
"Monsonia emarginata","yellow"
"Monsonia parvifolia","white"
"Monsonia parvifolia","yellow"
"Monstera deliciosa","white"
"Monstera deliciosa","yellow"
"Montinia caryophyllacea","white"
"Moraea albicuspa","white"
"Moraea albicuspa","yellow"
"Moraea algoensis","blue"
"Moraea algoensis","purple"
"Moraea alpina","blue"
"Moraea alpina","purple"
"Moraea alticola","yellow"
"Moraea angusta","brown"
"Moraea angusta","yellow"
"Moraea anomala","yellow"
"Moraea bella","yellow"
"Moraea bellendenii","yellow"
"Moraea bituminosa","yellow"
"Moraea brevistyla","blue"
"Moraea brevistyla","brown"
"Moraea brevistyla","purple"
"Moraea brevistyla","white"
"Moraea britteniae","white"
"Moraea britteniae","yellow"
"Moraea bulbillifera","white"
"Moraea bulbillifera","yellow"
"Moraea carsonii","blue"
"Moraea carsonii","purple"
"Moraea carsonii","white"
"Moraea ciliata","blue"
"Moraea ciliata","white"
"Moraea ciliata","yellow"
"Moraea collina","orange"
"Moraea collina","yellow"
"Moraea cooperi","yellow"
"Moraea debilis","blue"
"Moraea debilis","purple"
"Moraea dracomontana","blue"
"Moraea dracomontana","purple"
"Moraea dracomontana","white"
"Moraea elegans","yellow"
"Moraea elliotii","blue"
"Moraea elliotii","purple"
"Moraea elliotii","white"
"Moraea fergusoniae","blue"
"Moraea fergusoniae","purple"
"Moraea fergusoniae","white"
"Moraea flaccida","orange"
"Moraea flaccida","pink"
"Moraea flaccida","red"
"Moraea flaccida","white"
"Moraea flaccida","yellow"
"Moraea fugacissima","yellow"
"Moraea fugax","blue"
"Moraea fugax","white"
"Moraea fugax","yellow"
"Moraea galaxia","yellow"
"Moraea gawleri","red"
"Moraea gawleri","yellow"
"Moraea graminicola","brown"
"Moraea graminicola","yellow"
"Moraea huttonii","brown"
"Moraea huttonii","yellow"
"Moraea inclinata","purple"
"Moraea inclinata","white"
"Moraea inconspicua","brown"
"Moraea inconspicua","orange"
"Moraea inconspicua","yellow"
"Moraea insolens","brown"
"Moraea insolens","orange"
"Moraea insolens","red"
"Moraea lewisiae","yellow"
"Moraea longiaristata","white"
"Moraea lurida","brown"
"Moraea lurida","orange"
"Moraea lurida","purple"
"Moraea lurida","white"
"Moraea lurida","yellow"
"Moraea macrantha","blue"
"Moraea macrantha","purple"
"Moraea melanops","purple"
"Moraea melanops","white"
"Moraea melanops","yellow"
"Moraea modesta","blue"
"Moraea modesta","pink"
"Moraea modesta","purple"
"Moraea modesta","white"
"Moraea muddii","white"
"Moraea muddii","yellow"
"Moraea neglecta","yellow"
"Moraea ochroleuca","orange"
"Moraea ochroleuca","yellow"
"Moraea pallida","pink"
"Moraea pallida","yellow"
"Moraea papilionacea","orange"
"Moraea papilionacea","pink"
"Moraea papilionacea","yellow"
"Moraea polystachya","blue"
"Moraea polystachya","purple"
"Moraea pritzeliana","blue"
"Moraea pritzeliana","purple"
"Moraea pyrophila","yellow"
"Moraea ramosissima","yellow"
"Moraea reticulata","yellow"
"Moraea schimperi","blue"
"Moraea schimperi","purple"
"Moraea setifolia","blue"
"Moraea setifolia","pink"
"Moraea setifolia","purple"
"Moraea setifolia","white"
"Moraea spathulata","yellow"
"Moraea stricta","blue"
"Moraea thomsonii","blue"
"Moraea thomsonii","purple"
"Moraea thomsonii","white"
"Moraea tortilis","blue"
"Moraea tortilis","purple"
"Moraea tricolor","pink"
"Moraea tricolor","purple"
"Moraea tricolor","red"
"Moraea tricolor","yellow"
"Moraea tricuspidata","brown"
"Moraea tricuspidata","white"
"Moraea tricuspidata","yellow"
"Moraea trifida","brown"
"Moraea trifida","green"
"Moraea trifida","white"
"Moraea trifida","yellow"
"Moraea tripetala","blue"
"Moraea tripetala","pink"
"Moraea tripetala","purple"
"Moraea tripetala","white"
"Moraea tripetala","yellow"
"Moraea unguiculata","white"
"Moraea ventricosa","white"
"Moraea ventricosa","yellow"
"Moraea virgata","yellow"
"Moraea viscaria","white"
"Morelia senegalensis","white"
"Morella serrata","brown"
"Morella serrata","purple"
"Morella serrata","red"
"Morettia canescens","white"
"Morinda chrysorhiza","green"
"Morinda chrysorhiza","yellow"
"Morinda lucida","green"
"Morinda lucida","white"
"Morinda lucida","yellow"
"Morinda morindoides","yellow"
"Moringa oleifera","white"
"Moringa oleifera","yellow"
"Moringa ovalifolia","white"
"Morus alba","green"
"Morus mesozygia","green"
"Mostuea brunonis","pink"
"Mostuea brunonis","purple"
"Mostuea brunonis","white"
"Mostuea hymenocardioides","red"
"Mostuea hymenocardioides","white"
"Mostuea hymenocardioides","yellow"
"Mostuea microphylla","orange"
"Mostuea microphylla","white"
"Mucuna flagellipes","green"
"Mucuna flagellipes","white"
"Mucuna flagellipes","yellow"
"Mucuna glabrialata","brown"
"Mucuna glabrialata","red"
"Mucuna poggei","green"
"Mucuna poggei","white"
"Mucuna pruriens","purple"
"Mucuna stans","purple"
"Mukia maderaspatana","white"
"Mukia maderaspatana","yellow"
"Multidentia concrescens","green"
"Multidentia concrescens","white"
"Multidentia crassa","green"
"Multidentia crassa","white"
"Multidentia crassa","yellow"
"Mundulea sericea","blue"
"Mundulea sericea","purple"
"Muraltia alopecuroides","pink"
"Muraltia alopecuroides","purple"
"Murdannia simplex","purple"
"Murdannia simplex","white"
"Musa paradisiaca","yellow"
"Mussaenda arcuata","brown"
"Mussaenda arcuata","orange"
"Mussaenda arcuata","yellow"
"Mussaenda elegans","orange"
"Mussaenda elegans","red"
"Mussaenda erythrophylla","red"
"Mussaenda erythrophylla","white"
"Mussaenda erythrophylla","yellow"
"Mussaenda isertiana","white"
"Mussaenda isertiana","yellow"
"Mussaenda tenuiflora","green"
"Mussaenda tenuiflora","white"
"Myosotis semiamplexicaulis","blue"
"Myosotis semiamplexicaulis","pink"
"Myosotis semiamplexicaulis","white"
"Myrianthus arboreus","yellow"
"Myrianthus serratus","white"
"Morella salicifolia","brown"
"Morella salicifolia","purple"
"Morella salicifolia","red"
"Myristica fragrans","white"
"Myrothamnus flabellifolius","brown"
"Myrothamnus flabellifolius","green"
"Myrsine africana","pink"
"Myrsine africana","purple"
"Myrsine africana","red"
"Myrsine africana","white"
"Mystacidium aliceae","green"
"Mystacidium aliceae","yellow"
"Mystacidium capense","white"
"Mystacidium flanaganii","green"
"Mystacidium flanaganii","yellow"
"Cassine aethiopica","green"
"Cassine aethiopica","yellow"
"Mystroxylon aethiopicum subsp. schlechteri","green"
"Mystroxylon aethiopicum subsp. schlechteri","yellow"
"Namibia cinerea","white"
"Napoleonaea egertonii","pink"
"Napoleonaea egertonii","purple"
"Napoleonaea egertonii","white"
