"AccSpeciesName","OrigValueStr"
"Adansonia digitata","white"
"Adenandra gummifera","pink"
"Adenandra gummifera","white"
"Adenandra marginata","pink"
"Adenandra marginata","white"
"Adenandra obtusata","pink"
"Adenandra obtusata","white"
"Adenandra uniflora","pink"
"Adenandra uniflora","white"
"Adenandra villosa","pink"
"Adenandra villosa","white"
"Adenia cissampeloides","green"
"Adenia digitata","orange"
"Adenia digitata","red"
"Adenia digitata","white"
"Adenia digitata","yellow"
"Adenia globosa","green"
"Adenia globosa","white"
"Adenia globosa","yellow"
"Adenia gummifera","green"
"Adenia lobata","green"
"Adenia lobata","white"
"Adenia lobata","yellow"
"Adenia rumicifolia","green"
"Adenia rumicifolia","white"
"Adenia rumicifolia","yellow"
"Adenia pechuelii","green"
"Adenia repanda","green"
"Adenia repanda","yellow"
"Adenium boehmianum","pink"
"Adenium boehmianum","purple"
"Adenium multiflorum","pink"
"Adenium multiflorum","purple"
"Adenium multiflorum","red"
"Adenium multiflorum","white"
"Adenium obesum","pink"
"Adenium obesum","red"
"Adenocarpus bacquei","yellow"
"Adenocarpus mannii","yellow"
"Adenodolichos punctatus","green"
"Adenodolichos punctatus","pink"
"Adenodolichos punctatus","purple"
"Adenodolichos punctatus","white"
"Adenodolichos rhomboideus","pink"
"Adenodolichos rhomboideus","purple"
"Adenolobus garipensis","red"
"Adenolobus garipensis","white"
"Adenolobus garipensis","yellow"
"Adenolobus pechuelii","yellow"
"Adenorandia kalbreyeri","red"
"Adenorandia kalbreyeri","white"
"Adenorandia kalbreyeri","yellow"
"Adenostemma caffrum","pink"
"Adenostemma caffrum","white"
"Adenostemma viscosum","white"
"Adonis aestivalis","orange"
"Adonis aestivalis","purple"
"Adonis aestivalis","red"
"Adonis aestivalis","yellow"
"Adonis annua","orange"
"Adonis annua","purple"
"Adonis annua","red"
"Adonis dentata","orange"
"Adonis dentata","yellow"
"Adromischus cristatus","pink"
"Adromischus cristatus","white"
"Aeollanthus buchnerianus","pink"
"Aeollanthus buchnerianus","purple"
"Aeollanthus engleri","blue"
"Aeollanthus engleri","pink"
"Aeollanthus engleri","purple"
"Aeollanthus homblei","white"
"Aeollanthus pubescens","white"
"Aeollanthus subacaulis","pink"
"Aeollanthus subacaulis","purple"
"Aeollanthus subacaulis","white"
"Aeonium gorgoneum","yellow"
"Aerangis coriacea","white"
"Aerangis kotschyana","pink"
"Aerangis kotschyana","white"
"Aerangis luteoalba","red"
"Aerangis luteoalba","white"
"Aerva javanica","white"
"Aerva lanata","white"
"Aerva leucura","white"
"Aeschynomene abyssinica","orange"
"Aeschynomene abyssinica","pink"
"Aeschynomene abyssinica","purple"
"Aeschynomene abyssinica","red"
"Aeschynomene abyssinica","yellow"
"Aeschynomene americana","pink"
"Aeschynomene cristata","orange"
"Aeschynomene cristata","yellow"
"Aeschynomene elaphroxylon","orange"
"Aeschynomene elaphroxylon","yellow"
"Aeschynomene indica","orange"
"Aeschynomene indica","purple"
"Aeschynomene indica","white"
"Aeschynomene indica","yellow"
"Aeschynomene megalophylla","orange"
"Aeschynomene megalophylla","yellow"
"Aeschynomene mimosifolia","orange"
"Aeschynomene mimosifolia","purple"
"Aeschynomene mimosifolia","red"
"Aeschynomene mimosifolia","yellow"
"Aeschynomene nyassana","purple"
"Aeschynomene nyassana","yellow"
"Aeschynomene schimperi","orange"
"Aeschynomene schimperi","yellow"
"Aeschynomene sensitiva","orange"
"Aeschynomene sensitiva","yellow"
"Afraegle paniculata","white"
"Aframomum alboviolaceum","pink"
"Aframomum alboviolaceum","purple"
"Aframomum alboviolaceum","red"
"Aframomum alboviolaceum","white"
"Aframomum angustifolium","brown"
"Aframomum angustifolium","pink"
"Aframomum angustifolium","red"
"Aframomum angustifolium","yellow"
"Aframomum exscapum","white"
"Aframomum exscapum","yellow"
"Aframomum longiligulatum","pink"
"Aframomum longiligulatum","purple"
"Aframomum melegueta","pink"
"Aframomum thonneri","pink"
"Aframomum thonneri","purple"
"Aframomum zambesiacum","red"
"Aframomum zambesiacum","white"
"Afrobrunnichia erecta","green"
"Afrobrunnichia erecta","pink"
"Afrobrunnichia erecta","white"
"Afrocalathea rhizantha","white"
"Afrocanthium lactescens","green"
"Afrocanthium lactescens","white"
"Afrocanthium lactescens","yellow"
"Afrocarpus falcatus","green"
"Afrohybanthus enneaspermus (L.) Flicker","pink"
"Afrohybanthus enneaspermus (L.) Flicker","purple"
"Afroligusticum claessensii","green"
"Afroligusticum claessensii","white"
"Afroligusticum claessensii","yellow"
"Afroligusticum volkensii","white"
"Afrosciadium kerstenii","white"
"Afrosciadium kerstenii","yellow"
"Afrostyrax kamerunensis","yellow"
"Afrotrilepis pilosa","brown"
"Afrotrilepis pilosa","green"
"Afrotysonia pilosicaulis","white"
"Intsia africana","green"
"Intsia africana","pink"
"Intsia africana","white"
"Afzelia bipindensis","purple"
"Afzelia bipindensis","red"
"Afzelia pachyloba","pink"
"Afzelia pachyloba","red"
"Afzelia pachyloba","white"
"Afzelia quanzensis","green"
"Afzelia quanzensis","red"
"Aganope stuhlmannii","white"
"Agapanthus africanus","blue"
"Agapanthus campanulatus","blue"
"Agapanthus praecox subsp. minimus","blue"
"Agapanthus praecox","blue"
"Agathisanthemum globosum","blue"
"Agathisanthemum globosum","pink"
"Agathisanthemum globosum","purple"
"Agathisanthemum globosum","white"
"Agathisanthemum globosum","yellow"
"Agarista salicifolia","green"
"Agarista salicifolia","red"
"Agarista salicifolia","white"
"Agarista salicifolia","yellow"
"Agave americana","yellow"
"Agave sisalana","green"
"Agelaea paradoxa","white"
"Agelaea pentagyna","white"
"Agelanthus brunneus","orange"
"Agelanthus brunneus","pink"
"Agelanthus brunneus","purple"
"Agelanthus brunneus","red"
"Agelanthus brunneus","white"
"Agelanthus brunneus","yellow"
"Agelanthus dodoneifolius","blue"
"Agelanthus dodoneifolius","green"
"Agelanthus dodoneifolius","pink"
"Agelanthus dodoneifolius","purple"
"Agelanthus dodoneifolius","red"
"Agelanthus dodoneifolius","white"
"Agelanthus fuellebornii","red"
"Agelanthus fuellebornii","yellow"
"Agelanthus pilosus","red"
"Agelanthus pilosus","yellow"
"Agelanthus pungu","orange"
"Agelanthus pungu","red"
"Agelanthus pungu","yellow"
"Agelanthus sansibarensis","green"
"Agelanthus sansibarensis","red"
"Agelanthus sansibarensis","yellow"
"Ageratinastrum polyphyllum","pink"
"Ageratinastrum polyphyllum","purple"
"Ageratinastrum polyphyllum","white"
"Ageratum conyzoides","blue"
"Ageratum conyzoides","pink"
"Ageratum conyzoides","purple"
"Ageratum conyzoides","white"
"Agrocharis incognita","white"
"Agrocharis incognita","yellow"
"Agrocharis pedunculata","green"
"Agrocharis pedunculata","purple"
"Agrocharis pedunculata","yellow"
"Agrostis kilimandscharica","brown"
"Agrostis kilimandscharica","purple"
"Aidia micrantha","green"
"Aidia micrantha","orange"
"Aidia micrantha","purple"
"Aidia micrantha","white"
"Aidia micrantha","yellow"
"Aizoanthemum hispanicum","white"
"Aizoon canariense","white"
"Aizoon canariense","yellow"
"Aizoanthemum hispanicum","white"
"Ajuga chamaepitys","pink"
"Ajuga chamaepitys","yellow"
"Ajuga chamaepitys","pink"
"Ajuga chamaepitys","yellow"
"Ajuga integrifolia","blue"
"Ajuga integrifolia","pink"
"Ajuga integrifolia","white"
"Ajuga iva","pink"
"Ajuga iva","purple"
"Ajuga iva","yellow"
"Ajuga iva","pink"
"Ajuga iva","yellow"
"Ajuga ophrydis","blue"
"Ajuga ophrydis","white"
"Albizia adianthifolia","white"
"Albizia anthelmintica","green"
"Albizia anthelmintica","white"
"Albizia antunesiana","green"
"Albizia antunesiana","white"
"Albizia antunesiana","yellow"
"Albizia chevalieri","green"
"Albizia chevalieri","white"
"Albizia chinensis","white"
"Albizia chinensis","yellow"
"Albizia ferruginea","green"
"Albizia ferruginea","white"
"Albizia gummifera","red"
"Albizia gummifera","white"
"Albizia harveyi","green"
"Albizia lebbeck","green"
"Albizia lebbeck","white"
"Albizia lebbeck","yellow"
"Albizia schimperiana","white"
"Albizia versicolor","green"
"Albizia versicolor","yellow"
"Albizia zimmermannii","pink"
"Albizia zimmermannii","white"
"Albizia zygia","red"
"Albizia zygia","white"
"Albuca abyssinica","yellow"
"Albuca batteniana","green"
"Albuca batteniana","white"
"Albuca bracteata","green"
"Albuca bracteata","white"
"Albuca canadensis","green"
"Albuca canadensis","white"
"Albuca cooperi","green"
"Albuca cooperi","yellow"
"Albuca crispa","green"
"Albuca crispa","white"
"Albuca flaccida","green"
"Albuca flaccida","yellow"
"Albuca fragrans","green"
"Albuca fragrans","yellow"
"Albuca humilis","green"
"Albuca humilis","white"
"Albuca","yellow"
"Albuca juncifolia","yellow"
"Albuca kirkii","brown"
"Albuca kirkii","white"
"Albuca canadensis","green"
"Albuca canadensis","white"
"Albuca monophylla","yellow"
"Albuca nelsonii","green"
"Albuca nelsonii","white"
"Albuca nigritana","green"
"Albuca nigritana","purple"
"Albuca nigritana","white"
"Albuca nigritana","yellow"
"Albuca setosa","brown"
"Albuca setosa","green"
"Albuca setosa","white"
"Albuca setosa","yellow"
"Albuca setosa","brown"
"Albuca setosa","green"
"Albuca setosa","white"
"Albuca setosa","yellow"
"Albuca tenuifolia","green"
"Albuca tenuifolia","yellow"
"Albuca spiralis","green"
"Albuca spiralis","yellow"
"Albuca stapffii","white"
"Albuca stapffii","yellow"
"Albuca suaveolens","green"
"Albuca suaveolens","yellow"
"Albuca tenuifolia","brown"
"Albuca tenuifolia","green"
"Albuca tenuifolia","red"
"Albuca tenuifolia","white"
"Albuca tenuifolia","yellow"
"Albuca tortuosa","green"
"Albuca tortuosa","white"
"Albuca tortuosa","yellow"
"Albuca virens","green"
"Albuca virens","white"
"Albuca virens","yellow"
"Alcea acaulis","purple"
"Alcea acaulis","white"
"Alchemilla argyrophylla","white"
"Alchemilla argyrophylla","yellow"
"Alchemilla haumanii","green"
"Alchemilla johnstonii","green"
"Alchemilla kiwuensis","green"
"Alchemilla volkensii","green"
"Alchornea cordifolia","green"
"Alchornea floribunda","green"
"Alectra capensis","brown"
"Alectra capensis","yellow"
"Alectra glandulosa","yellow"
"Alectra orobanchoides","orange"
"Alectra orobanchoides","yellow"
"Alectra picta","yellow"
"Alectra sessiliflora","yellow"
"Alectra vogelii","yellow"
"Alepidea amatymbica","green"
"Alepidea amatymbica","white"
"Alepidea delicatula","pink"
"Alepidea delicatula","white"
"Alepidea macowanii","white"
"Alepidea natalensis","white"
"Alepidea peduncularis","white"
"Alepidea serrata","white"
"Alepidea setifera","white"
"Aleurites moluccana","white"
"Aliella platyphylla","yellow"
"Alkanna strigosa","blue"
"Allamanda cathartica","yellow"
"Allamanda schottii","yellow"
"Allanblackia stuhlmannii","pink"
"Allanblackia stuhlmannii","red"
"Allanblackia stuhlmannii","white"
"Allium sativum","green"
"Allium sativum","pink"
"Allium sativum","white"
"Allium tuberosum","white"
"Allophylus africanus","green"
"Allophylus africanus","white"
"Allophylus africanus","yellow"
"Allophylus chaunostachys","green"
"Allophylus chaunostachys","white"
"Allophylus ferrugineus","green"
"Allophylus ferrugineus","white"
"Allophylus ferrugineus","yellow"
"Allophylus spicatus","white"
"Aloe africana","orange"
"Aloe africana","yellow"
"Aloe arborescens","orange"
"Aloe arborescens","red"
"Aloe arborescens","yellow"
"Aloe argenticauda","pink"
"Aloe argenticauda","red"
"Aloe asperifolia","pink"
"Aloe asperifolia","red"
"Aloe barendii","purple"
"Aloe barendii","white"
"Aloe boylei","orange"
"Aloe brevifolia","orange"
"Aloe brevifolia","red"
"Aloe brevifolia","yellow"
"Aloe buettneri","green"
"Aloe buettneri","red"
"Aloe buettneri","yellow"
"Aloe bulbicaulis","green"
"Aloe bulbicaulis","orange"
"Aloe bulbicaulis","yellow"
"Aloe cameronii","red"
"Aloe christianii","pink"
"Aloe ciliaris","red"
"Aloe crassipes","brown"
"Aloe crassipes","green"
"Aloe debrana","red"
"Aloe dichotoma","yellow"
"Aloe duckeri","orange"
"Aloe duckeri","pink"
"Aloe duckeri","red"
"Aloe ecklonis","orange"
"Aloe ecklonis","red"
"Aloe ecklonis","yellow"
"Aloe elegans","orange"
"Aloe elegans","red"
"Aloe elegans","yellow"
"Aloe ferox","orange"
"Aloe ferox","red"
"Aloe gariepensis","green"
"Aloe gariepensis","red"
"Aloe gariepensis","yellow"
"Aloe hereroensis","orange"
"Aloe hereroensis","red"
"Aloe hereroensis","yellow"
"Aloe littoralis","pink"
"Aloe littoralis","red"
"Aloe macrocarpa","green"
"Aloe macrocarpa","orange"
"Aloe macrocarpa","yellow"
"Aloe maculata","orange"
"Aloe maculata","red"
"Aloe maculata","yellow"
"Aloe marlothii","orange"
"Aloe marlothii","yellow"
"Aloe mawii","blue"
"Aloe mawii","orange"
"Aloe mawii","red"
"Aloe melanacantha","orange"
"Aloe melanacantha","yellow"
"Aloe myriacantha","pink"
"Aloe myriacantha","white"
"Aloe mzimbana","red"
"Aloe ngongensis","red"
"Aloe nuttii","orange"
"Aloe nuttii","pink"
"Aloe nuttii","red"
"Aloe peglerae","orange"
"Aloe peglerae","red"
"Aloe pembana","orange"
"Aloe pembana","yellow"
"Aloe perfoliata","orange"
"Aloe perfoliata","red"
"Aloe pluridens","orange"
"Aloe powysiorum","orange"
"Aloe powysiorum","pink"
"Aloe pruinosa","pink"
"Aloe pruinosa","red"
"Aloe schweinfurthii","orange"
"Aloe schweinfurthii","red"
"Aloe schweinfurthii","yellow"
"Aloe secundiflora","red"
"Aloe secundiflora","yellow"
"Aloe striata","orange"
"Aloe striata","red"
"Aloe succotrina","green"
"Aloe succotrina","pink"
"Aloe succotrina","red"
"Aloe vanbalenii","orange"
"Aloe vanbalenii","red"
"Aloe vanbalenii","yellow"
"Aloe variegata","pink"
"Aloe variegata","purple"
"Aloe vera","yellow"
"Aloe zebrina","red"
"Aloiampelos ciliaris","red"
"Aloidendron dichotomum","yellow"
"Aloysia citriodora","purple"
"Aloysia citriodora","white"
"Aloysia citriodora","yellow"
"Alpinia zerumbet","orange"
"Alpinia zerumbet","pink"
"Alpinia zerumbet","white"
"Alpinia zerumbet","yellow"
"Alstonia boonei","orange"
"Alstonia boonei","white"
"Alstonia boonei","yellow"
"Alstonia congensis","purple"
"Alstonia congensis","white"
"Alternanthera littoralis","white"
"Alternanthera sessilis","pink"
"Alternanthera sessilis","white"
"Alysicarpus glumaceus","pink"
"Alysicarpus glumaceus","red"
"Alysicarpus glumaceus","yellow"
"Alysicarpus longifolius","pink"
"Alysicarpus longifolius","red"
"Alysicarpus longifolius","white"
"Alysicarpus rugosus","orange"
"Alysicarpus rugosus","red"
"Alysicarpus rugosus","yellow"
"Alysicarpus zeyheri","orange"
"Alyssum montanum subsp. atlanticum","yellow"
"Amaranthus dinteri","green"
"Amaranthus hybridus","green"
"Amaranthus hybridus","purple"
"Amaranthus hybridus","red"
"Amaranthus hybridus","yellow"
"Amaranthus cruentus","green"
"Amaranthus cruentus","red"
"Amaranthus","green"
"Amaranthus praetermissus","green"
"Amaranthus spinosus","green"
"Amaryllis belladonna","pink"
"Amaryllis belladonna","white"
"Ambrosia polystachya","green"
"Amellus nanus","blue"
"Amellus nanus","yellow"
"Amischotolype tenuis","pink"
"Amischotolype tenuis","purple"
"Amischotolype tenuis","red"
"Ammannia auriculata","pink"
"Ammannia auriculata","purple"
"Ammannia baccifera","pink"
"Ammi visnaga","white"
"Ammocharis coranica","pink"
"Ammocharis coranica","purple"
"Ammocharis tinneana","pink"
"Amorphophallus abyssinicus","brown"
"Amorphophallus abyssinicus","red"
"Amorphophallus aphyllus","brown"
"Amorphophallus aphyllus","purple"
"Amorphophallus baumannii","white"
"Amorphophallus baumannii","yellow"
"Amorphophallus consimilis","purple"
"Amorphophallus consimilis","white"
"Amorphophallus dracontioides","brown"
"Amorphophallus dracontioides","purple"
"Amorphophallus dracontioides","white"
"Hydrosme elliottii","brown"
"Hydrosme elliottii","purple"
"Hydrosme elliottii","white"
"Amorphophallus baumannii","green"
"Amorphophallus baumannii","yellow"
"Amorphophallus johnsonii","brown"
"Amorphophallus johnsonii","green"
"Ampelocissus africana","red"
"Ampelocissus bombycina","red"
"Ampelocissus multistriata","red"
"Ampelocissus multistriata","white"
"Ampelocissus obtusata","purple"
"Ampelocissus obtusata","red"
"Ampelosycios scandens","pink"
"Ampelosycios scandens","purple"
"Amphiblemma mvensis","pink"
"Amphicarpaea africana","blue"
"Amphicarpaea africana","purple"
"Amphicarpaea africana","white"
"Amphimas pterocarpoides","white"
"Anacardium occidentale","pink"
"Anacardium occidentale","white"
"Anacyclus pyrethrum","purple"
"Anacyclus pyrethrum","white"
"Anacyclus pyrethrum","yellow"
"Anagallis monelli","blue"
"Anagallis monelli","purple"
"Anagallis monelli","red"
"Anagallis monelli","red"
"Anagallis monelli","blue"
"Anagallis monelli","purple"
"Ananas comosus","pink"
"Ananas comosus","purple"
"Anastatica hierochuntica","white"
"Anchomanes dalzielii","green"
"Anchomanes dalzielii","white"
"Anchomanes dalzielii","yellow"
"Anchomanes difformis","green"
"Anchomanes difformis","white"
"Anchomanes difformis","yellow"
"Ancistrocladus congolensis","green"
"Ancistrocladus ealaensis","yellow"
"Ancistrocladus korupensis","yellow"
"Ancylobotrys amoena","white"
"Ancylobotrys amoena","yellow"
"Ancylobotrys capensis","white"
"Andira inermis","pink"
"Androcymbium capense","white"
"Androcymbium eucomoides","green"
"Androcymbium gramineum","white"
"Androcymbium longipes","green"
"Androcymbium longipes","pink"
"Androcymbium longipes","white"
"Androcymbium melanthioides","white"
"Androcymbium striatum","green"
"Androcymbium striatum","white"
"Androcymbium striatum","yellow"
"Andropogon auriculatus","green"
"Andropogon auriculatus","purple"
"Andropogon chinensis","brown"
"Andropogon chinensis","green"
"Andropogon gayanus","green"
"Andropogon schirensis","green"
"Aneilema aequinoctiale","yellow"
"Aneilema beniniense","purple"
"Aneilema beniniense","white"
"Aneilema brenanianum","white"
"Aneilema chrysopogon","purple"
"Aneilema chrysopogon","white"
"Aneilema hockii","blue"
"Aneilema hockii","purple"
"Aneilema johnstonii","orange"
"Aneilema johnstonii","yellow"
"Aneilema lanceolatum","blue"
"Aneilema paludosum","purple"
"Aneilema paludosum","white"
"Aneilema setiferum","white"
"Aneilema setiferum","yellow"
"Aneilema umbrosum","green"
"Aneilema umbrosum","purple"
"Aneilema umbrosum","white"
"Aneilema welwitschii","orange"
"Aneilema welwitschii","yellow"
"Anemone caffra","pink"
"Anemone caffra","purple"
"Anemone caffra","white"
"Angraecopsis amaniensis","green"
"Angraecopsis amaniensis","white"
"Angraecopsis amaniensis","yellow"
"Calyptrochilum christyanum","green"
"Calyptrochilum christyanum","orange"
"Calyptrochilum christyanum","white"
"Calyptrochilum christyanum","yellow"
"Angraecum distichum","white"
"Calyptrochilum emarginatum","orange"
"Calyptrochilum emarginatum","white"
"Calyptrochilum emarginatum","yellow"
"Calyptrochilum christyanum","green"
"Calyptrochilum christyanum","orange"
"Calyptrochilum christyanum","white"
"Calyptrochilum christyanum","yellow"
"Angraecum pusillum","green"
"Angraecum pusillum","white"
"Angraecum pusillum","yellow"
"Angylocalyx oligophyllus","pink"
"Angylocalyx oligophyllus","white"
"Angylocalyx pynaertii","white"
"Pouteria adolfi-friedericii","white"
"Aniseia martinicensis","white"
"Anisodontea julii","pink"
